Index,Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
3567,87823,TechCorp,Email,All Ages,30 days,Instagram,0.13,8439.00,4.23,Miami,English,696,7070,5,Foodies,8/11/2021
3568,87884,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.02,9418.00,4.74,Chicago,Spanish,865,5933,9,Foodies,10/11/2021
3569,87903,TechCorp,Influencer,All Ages,15 days,YouTube,0.11,19128.00,3.59,Houston,Spanish,388,7793,5,Foodies,10/30/2021
3570,87906,Innovate Industries,Influencer,All Ages,15 days,Google Ads,0.12,9686.00,4.37,Chicago,English,211,9899,4,Foodies,11/2/2021
3571,87927,NexGen Systems,Email,All Ages,45 days,Google Ads,0.14,9580.00,3.12,Chicago,Spanish,244,9638,7,Foodies,11/23/2021
3572,87933,Innovate Industries,Email,All Ages,60 days,Google Ads,0.11,16507.00,5.62,Los Angeles,German,587,4826,7,Foodies,11/29/2021
3573,87942,DataTech Solutions,Search,All Ages,30 days,Facebook,0.14,9097.00,2.92,Chicago,Spanish,626,6788,8,Foodies,12/8/2021
3574,87943,Innovate Industries,Influencer,All Ages,60 days,Website,0.13,17907.00,6.34,Miami,French,735,2872,5,Foodies,12/9/2021
3575,87959,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.1,14535.00,4.21,Los Angeles,English,989,1077,3,Foodies,12/25/2021
3576,87969,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.14,13787.00,5.56,Los Angeles,French,827,8973,5,Foodies,1/4/2021
3577,87977,DataTech Solutions,Email,All Ages,30 days,Email,0.02,10286.00,4.18,Houston,Spanish,570,6159,3,Foodies,1/12/2021
3578,87988,TechCorp,Social Media,All Ages,45 days,Google Ads,0.12,12709.00,2.16,Los Angeles,Mandarin,974,5533,1,Foodies,1/23/2021
3579,88001,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.13,16050.00,3.7,Miami,German,212,2473,7,Foodies,2/5/2021
3580,88023,DataTech Solutions,Influencer,All Ages,30 days,Website,0.05,8618.00,5.76,Chicago,French,288,4680,10,Foodies,2/27/2021
3581,88049,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.07,17510.00,6.89,Miami,Mandarin,485,7382,10,Foodies,3/25/2021
3582,88074,TechCorp,Email,All Ages,45 days,Email,0.04,14395.00,5.66,New York,Spanish,678,4184,6,Foodies,4/19/2021
3583,88079,DataTech Solutions,Display,All Ages,45 days,YouTube,0.05,15623.00,2.75,New York,French,666,2828,2,Foodies,4/24/2021
3584,88110,Innovate Industries,Social Media,All Ages,30 days,Email,0.12,7476.00,4.8,Houston,French,337,1032,5,Foodies,5/25/2021
3585,88114,Innovate Industries,Social Media,All Ages,60 days,Email,0.13,7844.00,4.37,Los Angeles,English,452,2647,2,Foodies,5/29/2021
3586,88119,Innovate Industries,Search,All Ages,60 days,Email,0.01,12438.00,2.46,Los Angeles,German,103,8023,5,Foodies,6/3/2021
3587,88134,DataTech Solutions,Search,All Ages,30 days,Facebook,0.02,16541.00,6.2,Miami,English,399,6763,3,Foodies,6/18/2021
3588,88173,DataTech Solutions,Email,All Ages,30 days,Website,0.07,12508.00,4.28,Miami,English,712,8299,2,Foodies,7/27/2021
3589,88175,Alpha Innovations,Influencer,All Ages,45 days,Email,0.05,5351.00,5.16,New York,Mandarin,271,2902,3,Foodies,7/29/2021
3590,88180,TechCorp,Social Media,All Ages,45 days,YouTube,0.14,18186.00,6.64,Miami,English,987,4253,4,Foodies,8/3/2021
3591,88182,DataTech Solutions,Search,All Ages,60 days,Facebook,0.05,9897.00,5.79,New York,German,417,4128,6,Foodies,8/5/2021
3592,88220,Alpha Innovations,Social Media,All Ages,60 days,Email,0.14,11512.00,4.27,Miami,Spanish,586,5454,9,Foodies,9/12/2021
3593,88261,NexGen Systems,Search,All Ages,15 days,Instagram,0.02,5394.00,6.65,Chicago,French,204,8048,7,Foodies,10/23/2021
3594,88309,DataTech Solutions,Email,All Ages,60 days,Facebook,0.03,18443.00,7.93,Chicago,Spanish,183,6865,1,Foodies,12/10/2021
3595,88327,DataTech Solutions,Display,All Ages,30 days,YouTube,0.12,7933.00,6.79,Los Angeles,German,979,1129,4,Foodies,12/28/2021
3596,88334,Innovate Industries,Social Media,All Ages,30 days,Google Ads,0.09,10007.00,4.65,New York,German,359,6241,6,Foodies,1/4/2021
3597,88380,Alpha Innovations,Email,All Ages,60 days,Email,0.02,6630.00,2.82,Chicago,Mandarin,294,5723,7,Foodies,2/19/2021
3598,88399,NexGen Systems,Search,All Ages,30 days,Facebook,0.04,12381.00,7.39,Miami,Spanish,137,7784,5,Foodies,3/10/2021
3599,88430,Alpha Innovations,Social Media,All Ages,60 days,YouTube,0.08,16424.00,7.06,Chicago,English,513,2512,10,Foodies,4/10/2021
3600,88533,Innovate Industries,Display,All Ages,15 days,Email,0.1,14323.00,6.9,Houston,Mandarin,344,8553,7,Foodies,7/22/2021
3601,88570,DataTech Solutions,Display,All Ages,30 days,YouTube,0.13,12391.00,4.26,Chicago,Spanish,996,2475,1,Foodies,8/28/2021
3602,88595,DataTech Solutions,Influencer,All Ages,45 days,Google Ads,0.14,13436.00,5.85,Los Angeles,French,757,3345,7,Foodies,9/22/2021
3603,88608,DataTech Solutions,Social Media,All Ages,30 days,Website,0.06,13269.00,5.35,New York,Mandarin,698,6434,3,Foodies,10/5/2021
3604,88650,TechCorp,Social Media,All Ages,60 days,Website,0.14,5176.00,6.97,Miami,French,131,5715,8,Foodies,11/16/2021
3605,88654,TechCorp,Search,All Ages,30 days,Website,0.07,16172.00,4.91,Los Angeles,English,487,7245,1,Foodies,11/20/2021
3606,88657,TechCorp,Display,All Ages,60 days,YouTube,0.04,12853.00,3.75,Miami,Mandarin,272,3273,10,Foodies,11/23/2021
3607,88673,Innovate Industries,Display,All Ages,60 days,Instagram,0.12,8724.00,4.55,Los Angeles,English,784,5104,3,Foodies,12/9/2021
3608,88731,TechCorp,Display,All Ages,30 days,YouTube,0.07,13100.00,7.46,Chicago,Mandarin,541,3207,6,Foodies,2/5/2021
3609,88754,Innovate Industries,Search,All Ages,15 days,Google Ads,0.15,19838.00,5.27,Chicago,German,569,2125,10,Foodies,2/28/2021
3610,88795,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.04,15440.00,4.5,Los Angeles,Mandarin,409,4618,6,Foodies,4/10/2021
3611,88800,Innovate Industries,Email,All Ages,15 days,Website,0.05,5930.00,6.9,Houston,Spanish,102,7089,1,Foodies,4/15/2021
3612,88807,DataTech Solutions,Search,All Ages,45 days,Instagram,0.07,14983.00,7.61,Miami,English,281,5059,1,Foodies,4/22/2021
3613,88826,TechCorp,Email,All Ages,45 days,Website,0.03,15518.00,5,Houston,French,953,6028,7,Foodies,5/11/2021
3614,88837,NexGen Systems,Social Media,All Ages,30 days,YouTube,0.05,13101.00,3.9,Los Angeles,German,527,3190,9,Foodies,5/22/2021
3615,88890,TechCorp,Influencer,All Ages,60 days,Facebook,0.11,7929.00,4.3,New York,English,807,6910,5,Foodies,7/14/2021
3616,88912,NexGen Systems,Influencer,All Ages,15 days,Email,0.06,18951.00,2.19,Chicago,Spanish,441,3813,3,Foodies,8/5/2021
3617,88927,NexGen Systems,Search,All Ages,60 days,Email,0.14,15574.00,3.81,Houston,Mandarin,927,8452,7,Foodies,8/20/2021
3618,89010,DataTech Solutions,Influencer,All Ages,15 days,YouTube,0.14,18037.00,7.25,Los Angeles,German,515,8818,8,Foodies,11/11/2021
3619,89036,DataTech Solutions,Search,All Ages,30 days,Google Ads,0.11,13111.00,2.38,Miami,French,243,1913,5,Foodies,12/7/2021
3620,89061,DataTech Solutions,Display,All Ages,45 days,Facebook,0.05,17217.00,3.46,Houston,Mandarin,764,8473,6,Foodies,1/1/2021
3621,89066,Alpha Innovations,Search,All Ages,30 days,Email,0.07,17003.00,3.26,Houston,English,824,8922,6,Foodies,1/6/2021
3622,89099,Alpha Innovations,Influencer,All Ages,30 days,Email,0.05,10431.00,4.14,Chicago,French,880,5296,3,Foodies,2/8/2021
3623,89109,DataTech Solutions,Influencer,All Ages,60 days,Google Ads,0.05,16243.00,6.44,Los Angeles,English,937,1671,1,Foodies,2/18/2021
3624,89133,Innovate Industries,Social Media,All Ages,15 days,Website,0.13,17644.00,6.42,New York,Spanish,502,1392,1,Foodies,3/14/2021
3625,89153,Innovate Industries,Influencer,All Ages,15 days,Facebook,0.1,17825.00,2.71,New York,French,369,4022,4,Foodies,4/3/2021
3626,89155,Alpha Innovations,Display,All Ages,60 days,Facebook,0.1,13947.00,4.96,Chicago,French,667,1295,8,Foodies,4/5/2021
3627,89199,Alpha Innovations,Influencer,All Ages,45 days,YouTube,0.06,8530.00,7.03,New York,Spanish,451,8626,8,Foodies,5/19/2021
3628,89218,NexGen Systems,Email,All Ages,30 days,Website,0.05,18903.00,5.52,New York,Mandarin,363,7449,4,Foodies,6/7/2021
3629,89219,DataTech Solutions,Search,All Ages,30 days,Email,0.13,15609.00,3.52,New York,German,131,5079,9,Foodies,6/8/2021
3630,89251,NexGen Systems,Email,All Ages,60 days,Website,0.1,11258.00,6.84,Miami,Spanish,483,1288,6,Foodies,7/10/2021
3631,89288,NexGen Systems,Email,All Ages,45 days,Instagram,0.07,19647.00,2.61,Miami,English,762,4891,2,Foodies,8/16/2021
3632,89291,Innovate Industries,Search,All Ages,45 days,Website,0.08,9665.00,2.67,Houston,German,108,8116,7,Foodies,8/19/2021
3633,89297,DataTech Solutions,Social Media,All Ages,45 days,YouTube,0.08,16030.00,3.36,New York,English,990,6560,9,Foodies,8/25/2021
3634,89351,TechCorp,Display,All Ages,60 days,Facebook,0.12,12927.00,5.99,New York,English,572,4519,6,Foodies,10/18/2021
3635,89352,DataTech Solutions,Search,All Ages,30 days,Email,0.05,13472.00,4.91,Miami,English,595,5199,8,Foodies,10/19/2021
3636,89395,DataTech Solutions,Search,All Ages,30 days,Google Ads,0.11,12849.00,2.24,Chicago,English,490,6605,1,Foodies,12/1/2021
3637,89406,Alpha Innovations,Social Media,All Ages,30 days,Website,0.15,16788.00,6.27,New York,English,314,4859,3,Foodies,12/12/2021
3638,89409,DataTech Solutions,Search,All Ages,30 days,Google Ads,0.1,8211.00,5.38,New York,German,353,9718,1,Foodies,12/15/2021
3639,89444,Alpha Innovations,Email,All Ages,30 days,Facebook,0.07,8877.00,6.32,Chicago,French,133,2963,5,Foodies,1/19/2021
3640,89445,DataTech Solutions,Display,All Ages,15 days,YouTube,0.07,16131.00,7.12,Houston,German,592,3082,9,Foodies,1/20/2021
3641,89521,Alpha Innovations,Social Media,All Ages,60 days,Website,0.02,6446.00,3.88,Los Angeles,English,517,2511,9,Foodies,4/6/2021
3642,89524,NexGen Systems,Search,All Ages,60 days,Website,0.11,18747.00,6.92,Chicago,English,932,6053,10,Foodies,4/9/2021
3643,89525,DataTech Solutions,Social Media,All Ages,60 days,Google Ads,0.14,13925.00,5.37,New York,French,946,9218,6,Foodies,4/10/2021
3644,89537,TechCorp,Search,All Ages,15 days,Instagram,0.09,9203.00,3.71,Chicago,French,568,1044,8,Foodies,4/22/2021
3645,89570,Alpha Innovations,Email,All Ages,15 days,Instagram,0.14,10160.00,4.18,Miami,English,182,7484,1,Foodies,5/25/2021
3646,89633,Innovate Industries,Display,All Ages,15 days,Facebook,0.02,9395.00,7.38,Chicago,Spanish,678,7311,4,Foodies,7/27/2021
3647,89641,Innovate Industries,Search,All Ages,60 days,Google Ads,0.14,18479.00,6.01,Houston,French,802,4459,8,Foodies,8/4/2021
3648,89694,Alpha Innovations,Email,All Ages,30 days,Website,0.05,5764.00,6.71,Houston,French,193,1160,4,Foodies,9/26/2021
3649,89768,NexGen Systems,Influencer,All Ages,15 days,Instagram,0.05,8958.00,3.35,Chicago,German,546,6321,5,Foodies,12/9/2021
3650,89827,DataTech Solutions,Display,All Ages,60 days,Google Ads,0.09,19883.00,7.22,Houston,Spanish,919,3434,7,Foodies,2/6/2021
3651,89829,DataTech Solutions,Influencer,All Ages,60 days,Website,0.07,19219.00,3.23,Chicago,German,161,1735,8,Foodies,2/8/2021
3652,89832,Innovate Industries,Influencer,All Ages,30 days,Instagram,0.08,8985.00,4.37,New York,French,746,7007,2,Foodies,2/11/2021
3653,89842,Alpha Innovations,Email,All Ages,30 days,YouTube,0.03,18162.00,5.86,Los Angeles,Mandarin,595,8907,8,Foodies,2/21/2021
3654,89893,Alpha Innovations,Influencer,All Ages,60 days,Email,0.05,11187.00,6.64,Houston,Mandarin,467,5695,4,Foodies,4/13/2021
3655,89914,TechCorp,Influencer,All Ages,60 days,Email,0.14,6852.00,6.23,Los Angeles,German,617,7649,3,Foodies,5/4/2021
3656,89923,NexGen Systems,Social Media,All Ages,60 days,Facebook,0.06,9726.00,4.19,Miami,French,910,1639,10,Foodies,5/13/2021
3657,89933,TechCorp,Social Media,All Ages,15 days,Website,0.01,15504.00,6.34,Houston,Mandarin,160,6043,1,Foodies,5/23/2021
3658,89934,DataTech Solutions,Search,All Ages,30 days,YouTube,0.1,17107.00,4.35,New York,German,813,5324,1,Foodies,5/24/2021
3659,89953,Alpha Innovations,Email,All Ages,30 days,YouTube,0.1,19817.00,3.34,Houston,Spanish,528,6363,4,Foodies,6/12/2021
3660,89974,Alpha Innovations,Social Media,All Ages,60 days,Facebook,0.01,14476.00,7.95,Chicago,French,381,5969,2,Foodies,7/3/2021
3661,90028,Alpha Innovations,Display,All Ages,15 days,Email,0.03,15461.00,4.43,Miami,German,379,4518,7,Foodies,8/26/2021
3662,90039,NexGen Systems,Social Media,All Ages,15 days,Email,0.08,8430.00,4,Chicago,German,783,2723,10,Foodies,9/6/2021
3663,90068,Innovate Industries,Search,All Ages,45 days,YouTube,0.07,5975.00,3.49,Los Angeles,Spanish,973,9694,7,Foodies,10/5/2021
3664,90072,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.02,16422.00,6.72,Chicago,German,522,7939,10,Foodies,10/9/2021
3665,90074,DataTech Solutions,Email,All Ages,60 days,Google Ads,0.08,12049.00,6.06,Chicago,Mandarin,386,1716,4,Foodies,10/11/2021
3666,90075,Innovate Industries,Email,All Ages,30 days,Facebook,0.04,13016.00,5.57,Houston,Spanish,855,6425,10,Foodies,10/12/2021
3667,90116,DataTech Solutions,Display,All Ages,15 days,Website,0.06,19563.00,5.2,Houston,Spanish,168,9066,8,Foodies,11/22/2021
3668,90127,Innovate Industries,Social Media,All Ages,60 days,Website,0.06,18347.00,4.81,Houston,Mandarin,285,6648,4,Foodies,12/3/2021
3669,90128,TechCorp,Display,All Ages,60 days,Website,0.02,17630.00,5.34,Houston,Spanish,502,2946,10,Foodies,12/4/2021
3670,90139,DataTech Solutions,Influencer,All Ages,60 days,Facebook,0.03,12028.00,7.22,Houston,German,498,9872,6,Foodies,12/15/2021
3671,90149,Innovate Industries,Email,All Ages,45 days,Instagram,0.09,11536.00,6.63,Chicago,French,333,5423,7,Foodies,12/25/2021
3672,90167,Innovate Industries,Social Media,All Ages,15 days,Website,0.11,5242.00,5.08,Houston,French,189,7120,10,Foodies,1/12/2021
3673,90177,DataTech Solutions,Display,All Ages,30 days,Email,0.04,9015.00,6.07,Los Angeles,German,581,1294,5,Foodies,1/22/2021
3674,90196,Innovate Industries,Social Media,All Ages,15 days,Google Ads,0.03,15704.00,6.79,Los Angeles,Spanish,493,9486,2,Foodies,2/10/2021
3675,90198,TechCorp,Search,All Ages,15 days,Email,0.08,6518.00,7.6,Miami,Spanish,128,8616,3,Foodies,2/12/2021
3676,90260,Alpha Innovations,Search,All Ages,30 days,Website,0.13,18847.00,2.55,New York,English,392,9121,5,Foodies,4/15/2021
3677,90290,TechCorp,Display,All Ages,45 days,Instagram,0.12,18317.00,3.59,Miami,Spanish,906,9359,1,Foodies,5/15/2021
3678,90296,Alpha Innovations,Email,All Ages,30 days,Facebook,0.13,9847.00,5.86,Los Angeles,Mandarin,257,9658,9,Foodies,5/21/2021
3679,90306,Innovate Industries,Influencer,All Ages,60 days,Website,0.02,6648.00,5.44,New York,Mandarin,115,2999,10,Foodies,5/31/2021
3680,90332,DataTech Solutions,Display,All Ages,60 days,Google Ads,0.08,13899.00,6.51,New York,Mandarin,237,2986,3,Foodies,6/26/2021
3681,90333,Innovate Industries,Display,All Ages,60 days,Facebook,0.06,12379.00,2.54,Miami,English,242,2105,1,Foodies,6/27/2021
3682,90346,Innovate Industries,Search,All Ages,30 days,Facebook,0.03,15148.00,7.8,Miami,French,766,3572,4,Foodies,7/10/2021
3683,90358,Alpha Innovations,Social Media,All Ages,60 days,YouTube,0.11,13376.00,5.15,Los Angeles,French,693,6368,3,Foodies,7/22/2021
3684,90449,Alpha Innovations,Social Media,All Ages,60 days,Email,0.08,9599.00,7.59,Houston,Mandarin,835,3950,9,Foodies,10/21/2021
3685,90476,Alpha Innovations,Search,All Ages,30 days,Website,0.11,14786.00,3.37,Miami,English,759,6494,9,Foodies,11/17/2021
3686,90511,Alpha Innovations,Search,All Ages,60 days,YouTube,0.14,12639.00,4.62,New York,French,575,5264,10,Foodies,12/22/2021
3687,90536,Alpha Innovations,Search,All Ages,60 days,Facebook,0.04,7295.00,4.08,Houston,German,216,4416,1,Foodies,1/16/2021
3688,90572,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.12,7118.00,3.73,New York,Spanish,965,2329,1,Foodies,2/21/2021
3689,90596,DataTech Solutions,Display,All Ages,30 days,YouTube,0.04,9273.00,3.69,Los Angeles,German,898,8584,2,Foodies,3/17/2021
3690,90631,Alpha Innovations,Search,All Ages,60 days,Facebook,0.01,11388.00,6.57,Houston,English,562,3239,7,Foodies,4/21/2021
3691,90655,Innovate Industries,Display,All Ages,45 days,YouTube,0.02,6169.00,3.21,Miami,Spanish,749,2509,8,Foodies,5/15/2021
3692,90753,TechCorp,Email,All Ages,45 days,Email,0.06,18822.00,6.97,Chicago,Mandarin,715,6882,4,Foodies,8/21/2021
3693,90788,NexGen Systems,Social Media,All Ages,30 days,Email,0.06,16284.00,2.24,New York,German,847,5433,2,Foodies,9/25/2021
3694,90797,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.06,16532.00,6.08,Houston,English,277,9327,9,Foodies,10/4/2021
3695,90813,Alpha Innovations,Display,All Ages,45 days,Google Ads,0.06,5367.00,3.07,Houston,French,513,4271,6,Foodies,10/20/2021
3696,90818,Innovate Industries,Social Media,All Ages,45 days,Google Ads,0.12,19458.00,2.9,New York,French,500,3631,4,Foodies,10/25/2021
3697,90846,DataTech Solutions,Influencer,All Ages,45 days,Email,0.15,10562.00,7.82,Miami,Spanish,507,2510,2,Foodies,11/22/2021
3698,90896,DataTech Solutions,Social Media,All Ages,15 days,Instagram,0.08,6924.00,4.98,Los Angeles,English,775,7831,7,Foodies,1/11/2021
3699,90907,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.12,17197.00,6.68,Chicago,Mandarin,222,6877,3,Foodies,1/22/2021
3700,90910,Alpha Innovations,Email,All Ages,15 days,Instagram,0.15,8850.00,5.09,Miami,German,968,1920,9,Foodies,1/25/2021
3701,90954,Alpha Innovations,Email,All Ages,15 days,Google Ads,0.04,5714.00,5.83,Houston,English,166,9108,7,Foodies,3/10/2021
3702,90963,NexGen Systems,Social Media,All Ages,15 days,Facebook,0.05,5136.00,4.03,Houston,English,918,2446,6,Foodies,3/19/2021
3703,90985,TechCorp,Influencer,All Ages,15 days,Instagram,0.02,19767.00,6.62,Los Angeles,Mandarin,534,5992,4,Foodies,4/10/2021
3704,91029,Alpha Innovations,Email,All Ages,30 days,Email,0.04,17779.00,2.02,Los Angeles,Spanish,524,6568,10,Foodies,5/24/2021
3705,91036,DataTech Solutions,Influencer,All Ages,45 days,YouTube,0.05,8414.00,2.49,New York,German,132,7120,10,Foodies,5/31/2021
3706,91099,Alpha Innovations,Social Media,All Ages,45 days,Facebook,0.14,17261.00,3.87,Chicago,English,394,8050,5,Foodies,8/2/2021
3707,91119,Innovate Industries,Influencer,All Ages,15 days,Website,0.14,8280.00,2.67,Chicago,Mandarin,297,9879,9,Foodies,8/22/2021
3708,91138,TechCorp,Influencer,All Ages,15 days,Website,0.06,12173.00,5.64,Chicago,German,616,1253,10,Foodies,9/10/2021
3709,91263,DataTech Solutions,Search,All Ages,60 days,Website,0.13,14705.00,2.83,Chicago,French,400,3020,5,Foodies,1/13/2021
3710,91267,NexGen Systems,Influencer,All Ages,15 days,Facebook,0.11,8383.00,5.14,Houston,Mandarin,661,2144,10,Foodies,1/17/2021
3711,91286,Alpha Innovations,Social Media,All Ages,15 days,Website,0.08,18975.00,3.74,Los Angeles,French,678,2505,3,Foodies,2/5/2021
3712,91297,Innovate Industries,Search,All Ages,45 days,Email,0.11,10201.00,2.61,Los Angeles,German,879,6536,10,Foodies,2/16/2021
3713,91303,Alpha Innovations,Email,All Ages,45 days,Google Ads,0.12,10879.00,4.51,Miami,Mandarin,615,9108,1,Foodies,2/22/2021
3714,91331,Innovate Industries,Search,All Ages,45 days,Facebook,0.1,10763.00,3.16,Miami,Mandarin,841,2354,7,Foodies,3/22/2021
3715,91430,TechCorp,Email,All Ages,45 days,YouTube,0.04,19232.00,6.62,Houston,Mandarin,295,6297,6,Foodies,6/29/2021
3716,91435,TechCorp,Display,All Ages,15 days,Facebook,0.05,9789.00,3.39,New York,German,816,1203,5,Foodies,7/4/2021
3717,91460,Innovate Industries,Search,All Ages,15 days,Email,0.15,9382.00,5.89,Miami,English,196,9564,3,Foodies,7/29/2021
3718,91480,TechCorp,Social Media,All Ages,60 days,Instagram,0.1,18802.00,4.14,Miami,German,462,5473,2,Foodies,8/18/2021
3719,91501,Innovate Industries,Influencer,All Ages,45 days,Website,0.06,16450.00,5.52,Chicago,English,387,5940,10,Foodies,9/8/2021
3720,91505,TechCorp,Display,All Ages,60 days,Website,0.14,18697.00,5.04,New York,English,523,9789,6,Foodies,9/12/2021
3721,91514,DataTech Solutions,Display,All Ages,60 days,Google Ads,0.09,16557.00,2.08,Chicago,German,687,9968,6,Foodies,9/21/2021
3722,91527,TechCorp,Social Media,All Ages,60 days,Email,0.04,17032.00,2.64,Miami,German,134,7348,10,Foodies,10/4/2021
3723,91571,Innovate Industries,Influencer,All Ages,30 days,YouTube,0.07,18811.00,2.61,Miami,Mandarin,862,7477,3,Foodies,11/17/2021
3724,91598,Alpha Innovations,Email,All Ages,30 days,YouTube,0.1,5585.00,4.48,New York,French,253,2759,1,Foodies,12/14/2021
3725,91636,Innovate Industries,Social Media,All Ages,30 days,Instagram,0.15,7256.00,4.04,Los Angeles,Spanish,823,8583,10,Foodies,1/21/2021
3726,91667,Innovate Industries,Search,All Ages,60 days,YouTube,0.07,13068.00,2.71,Houston,English,658,8053,3,Foodies,2/21/2021
3727,91670,Alpha Innovations,Email,All Ages,45 days,Google Ads,0.12,19582.00,6.92,New York,German,156,1060,5,Foodies,2/24/2021
3728,91691,NexGen Systems,Social Media,All Ages,45 days,Google Ads,0.06,15435.00,3.84,New York,Mandarin,733,4351,7,Foodies,3/17/2021
3729,91706,NexGen Systems,Influencer,All Ages,30 days,Website,0.04,18880.00,5.82,New York,English,859,8077,6,Foodies,4/1/2021
3730,91729,NexGen Systems,Email,All Ages,15 days,YouTube,0.12,13018.00,2.42,Los Angeles,Spanish,885,4331,4,Foodies,4/24/2021
3731,91749,TechCorp,Search,All Ages,45 days,Google Ads,0.12,6425.00,2.21,Chicago,German,204,4067,5,Foodies,5/14/2021
3732,91751,TechCorp,Social Media,All Ages,30 days,Google Ads,0.11,16061.00,7.31,Chicago,Spanish,950,4766,9,Foodies,5/16/2021
3733,91770,Alpha Innovations,Social Media,All Ages,60 days,Instagram,0.14,5240.00,2.19,New York,French,549,4472,1,Foodies,6/4/2021
3734,91785,NexGen Systems,Social Media,All Ages,45 days,Instagram,0.05,18546.00,3.4,Miami,Spanish,845,5286,2,Foodies,6/19/2021
3735,91844,Alpha Innovations,Display,All Ages,15 days,Instagram,0.1,19724.00,7.1,Chicago,Mandarin,795,3639,9,Foodies,8/17/2021
3736,91866,DataTech Solutions,Search,All Ages,15 days,YouTube,0.03,15062.00,2.93,Houston,Mandarin,440,5831,7,Foodies,9/8/2021
3737,91901,TechCorp,Social Media,All Ages,45 days,Email,0.1,9976.00,5.57,Chicago,French,996,7362,1,Foodies,10/13/2021
3738,91915,Innovate Industries,Email,All Ages,15 days,Email,0.12,5702.00,6.97,Los Angeles,French,938,7678,10,Foodies,10/27/2021
3739,91949,NexGen Systems,Email,All Ages,30 days,Facebook,0.09,12591.00,2.63,Miami,Mandarin,847,8300,1,Foodies,11/30/2021
3740,91974,Alpha Innovations,Influencer,All Ages,30 days,YouTube,0.15,15605.00,4.99,Los Angeles,English,128,3931,5,Foodies,12/25/2021
3741,91980,TechCorp,Email,All Ages,45 days,Google Ads,0.05,10365.00,6.61,New York,Spanish,322,4326,3,Foodies,12/31/2021
3742,91982,Innovate Industries,Display,All Ages,60 days,Google Ads,0.01,16335.00,6.06,Houston,Mandarin,211,5678,8,Foodies,1/2/2021
3743,92010,DataTech Solutions,Search,All Ages,15 days,Facebook,0.12,5293.00,7.77,Miami,Mandarin,583,8985,4,Foodies,1/30/2021
3744,92030,Alpha Innovations,Email,All Ages,30 days,Email,0.05,13845.00,7.69,Miami,French,793,1965,8,Foodies,2/19/2021
3745,92046,Alpha Innovations,Influencer,All Ages,60 days,YouTube,0.06,7358.00,6.4,New York,English,834,9481,7,Foodies,3/7/2021
3746,92066,DataTech Solutions,Influencer,All Ages,15 days,Website,0.01,7197.00,7.64,New York,Spanish,498,5737,5,Foodies,3/27/2021
3747,92140,TechCorp,Email,All Ages,15 days,Website,0.05,6270.00,7.62,Houston,French,973,6552,2,Foodies,6/9/2021
3748,92143,TechCorp,Display,All Ages,15 days,Email,0.13,9459.00,7.18,Houston,Mandarin,660,7025,3,Foodies,6/12/2021
3749,92148,Innovate Industries,Social Media,All Ages,60 days,YouTube,0.06,7676.00,7.72,Houston,Mandarin,554,9411,2,Foodies,6/17/2021
3750,92158,NexGen Systems,Display,All Ages,30 days,YouTube,0.07,17420.00,2.59,Los Angeles,German,514,3009,7,Foodies,6/27/2021
3751,92185,NexGen Systems,Search,All Ages,15 days,Website,0.12,15986.00,4.67,New York,Spanish,673,3902,4,Foodies,7/24/2021
3752,92189,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.04,12658.00,2.54,Houston,Mandarin,327,5093,6,Foodies,7/28/2021
3753,92203,Innovate Industries,Display,All Ages,15 days,Facebook,0.08,9455.00,6.12,Chicago,English,794,5880,1,Foodies,8/11/2021
3754,92223,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.05,5405.00,5.82,Houston,German,649,2715,8,Foodies,8/31/2021
3755,92231,TechCorp,Search,All Ages,15 days,Instagram,0.11,5788.00,3.54,New York,Spanish,189,4236,5,Foodies,9/8/2021
3756,92237,Alpha Innovations,Influencer,All Ages,30 days,Website,0.11,19921.00,6.84,Los Angeles,German,190,2319,10,Foodies,9/14/2021
3757,92239,DataTech Solutions,Influencer,All Ages,60 days,Instagram,0.03,9316.00,5.01,Miami,English,121,4566,9,Foodies,9/16/2021
3758,92277,DataTech Solutions,Social Media,All Ages,45 days,Instagram,0.1,19175.00,5.14,Los Angeles,French,838,5197,7,Foodies,10/24/2021
3759,92312,Innovate Industries,Email,All Ages,15 days,Website,0.12,10854.00,6.57,Chicago,German,106,3585,1,Foodies,11/28/2021
3760,92367,NexGen Systems,Display,All Ages,30 days,YouTube,0.14,12862.00,6.78,Chicago,French,255,2240,7,Foodies,1/22/2021
